iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,total_vaccinations,people_vaccinated,population_density,median_age,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,life_expectancy,population
ARG,South America,Argentina,1/1/2020,,,,,,,,,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/2/2020,,,,,,,,,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/3/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/4/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/5/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/6/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/7/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/8/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/9/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/10/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/11/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/12/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/13/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/14/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/15/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/16/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/17/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/18/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/19/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/20/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/21/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/22/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/23/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/24/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/25/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/26/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/27/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/28/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/29/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/30/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,1/31/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/1/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/2/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/3/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/4/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/5/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/6/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/7/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/8/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/9/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/10/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/11/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/12/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/13/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/14/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/15/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/16/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/17/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/18/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/19/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/20/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/21/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/22/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/23/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/24/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/25/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/26/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/27/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/28/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,2/29/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/1/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/2/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/3/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/4/2020,,0,,0,,0,,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/5/2020,10,10,1,1,0.22,0.22,0.022,0.022,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/6/2020,14,4,1,0,0.308,0.088,0.022,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/7/2020,20,6,1,0,0.439,0.132,0.022,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/8/2020,22,2,1,0,0.483,0.044,0.022,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/9/2020,26,4,1,0,0.571,0.088,0.022,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/10/2020,34,8,3,2,0.747,0.176,0.066,0.044,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/11/2020,45,11,3,0,0.989,0.242,0.066,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/12/2020,67,22,4,1,1.472,0.483,0.088,0.022,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/13/2020,102,35,8,4,2.241,0.769,0.176,0.088,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/14/2020,115,13,9,1,2.527,0.286,0.198,0.022,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/15/2020,131,16,9,0,2.878,0.352,0.198,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/16/2020,158,27,12,3,3.472,0.593,0.264,0.066,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/17/2020,214,56,14,2,4.702,1.23,0.308,0.044,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/18/2020,263,49,14,0,5.779,1.077,0.308,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/19/2020,303,40,15,1,6.658,0.879,0.33,0.022,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/20/2020,387,84,17,2,8.504,1.846,0.374,0.044,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/21/2020,456,69,17,0,10.02,1.516,0.374,0,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/22/2020,536,80,20,3,11.778,1.758,0.439,0.066,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/23/2020,635,99,25,5,13.953,2.175,0.549,0.11,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/24/2020,751,116,30,5,16.502,2.549,0.659,0.11,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/25/2020,868,117,41,11,19.073,2.571,0.901,0.242,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/26/2020,975,107,51,10,21.424,2.351,1.121,0.22,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/27/2020,1096,121,57,6,24.082,2.659,1.252,0.132,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/28/2020,1188,92,66,9,26.104,2.022,1.45,0.198,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/29/2020,1282,94,70,4,28.169,2.065,1.538,0.088,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/30/2020,1411,129,81,11,31.004,2.835,1.78,0.242,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,3/31/2020,1516,105,91,10,33.311,2.307,2,0.22,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/1/2020,1630,114,101,10,35.816,2.505,2.219,0.22,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/2/2020,1777,147,110,9,39.046,3.23,2.417,0.198,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/3/2020,1897,120,117,7,41.683,2.637,2.571,0.154,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/4/2020,2001,104,123,6,43.968,2.285,2.703,0.132,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/5/2020,2073,72,131,8,45.55,1.582,2.878,0.176,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/6/2020,2221,148,151,20,48.802,3.252,3.318,0.439,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/7/2020,2341,120,156,5,51.439,2.637,3.428,0.11,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/8/2020,2456,115,168,12,53.966,2.527,3.691,0.264,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/9/2020,2599,143,174,6,57.108,3.142,3.823,0.132,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/10/2020,2699,100,179,5,59.305,2.197,3.933,0.11,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/11/2020,2855,156,197,18,62.733,3.428,4.329,0.396,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/12/2020,2990,135,205,8,65.699,2.966,4.504,0.176,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/13/2020,3176,186,217,12,69.786,4.087,4.768,0.264,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/14/2020,3315,139,228,11,72.841,3.054,5.01,0.242,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/15/2020,3479,164,236,8,76.444,3.604,5.186,0.176,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/16/2020,3636,157,242,6,79.894,3.45,5.317,0.132,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/17/2020,3806,170,254,12,83.629,3.735,5.581,0.264,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/18/2020,3940,134,270,16,86.574,2.944,5.933,0.352,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/19/2020,4066,126,279,9,89.342,2.769,6.13,0.198,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/20/2020,4265,199,294,15,93.715,4.373,6.46,0.33,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/21/2020,4493,228,323,29,98.725,5.01,7.097,0.637,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/22/2020,4678,185,340,17,102.79,4.065,7.471,0.374,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/23/2020,4972,294,369,29,109.25,6.46,8.108,0.637,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/24/2020,5195,223,393,24,114.15,4.9,8.635,0.527,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/25/2020,5355,160,401,8,117.666,3.516,8.811,0.176,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/26/2020,5464,109,411,10,120.061,2.395,9.031,0.22,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/27/2020,5684,220,433,22,124.895,4.834,9.514,0.483,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/28/2020,5884,200,454,21,129.289,4.395,9.976,0.461,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/29/2020,6083,199,471,17,133.662,4.373,10.349,0.374,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,4/30/2020,6308,225,488,17,138.606,4.944,10.723,0.374,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/1/2020,6463,155,505,17,142.012,3.406,11.096,0.374,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/2/2020,6629,166,517,12,145.659,3.648,11.36,0.264,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/3/2020,6753,124,526,9,148.384,2.725,11.558,0.198,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/4/2020,6949,196,547,21,152.691,4.307,12.019,0.461,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/5/2020,7178,229,568,21,157.722,5.032,12.481,0.461,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/6/2020,7476,298,583,15,164.27,6.548,12.81,0.33,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/7/2020,7810,334,607,24,171.609,7.339,13.338,0.527,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/8/2020,8105,295,622,15,178.091,6.482,13.667,0.33,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/9/2020,8379,274,634,12,184.112,6.021,13.931,0.264,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/10/2020,8650,271,646,12,190.067,5.955,14.195,0.264,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/11/2020,9009,359,662,16,197.955,7.888,14.546,0.352,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/12/2020,9407,398,687,25,206.7,8.745,15.095,0.549,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/13/2020,9774,367,706,19,214.764,8.064,15.513,0.417,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/14/2020,10240,466,729,23,225.004,10.239,16.018,0.505,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/15/2020,10697,457,747,18,235.046,10.042,16.414,0.396,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/16/2020,11091,394,764,17,243.703,8.657,16.787,0.374,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/17/2020,11560,469,790,26,254.008,10.305,17.359,0.571,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/18/2020,12220,660,830,40,268.511,14.502,18.238,0.879,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/19/2020,12831,611,863,33,281.936,13.426,18.963,0.725,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/20/2020,13559,728,889,26,297.932,15.996,19.534,0.571,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/21/2020,14383,824,931,42,316.038,18.106,20.457,0.923,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/22/2020,15236,853,965,34,334.781,18.743,21.204,0.747,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/23/2020,15999,763,987,22,351.547,16.765,21.687,0.483,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/24/2020,16621,622,1009,22,365.214,13.667,22.171,0.483,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/25/2020,17261,640,1033,24,379.277,14.063,22.698,0.527,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/26/2020,18058,797,1067,34,396.789,17.513,23.445,0.747,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/27/2020,18962,904,1110,43,416.653,19.864,24.39,0.945,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/28/2020,19902,940,1161,51,437.307,20.655,25.511,1.121,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/29/2020,20919,1017,1230,69,459.654,22.347,27.027,1.516,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/30/2020,21760,841,1271,41,478.133,18.479,27.928,0.901,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,5/31/2020,22406,646,1306,35,492.328,14.195,28.697,0.769,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/1/2020,23404,998,1349,43,514.257,21.929,29.642,0.945,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/2/2020,24447,1043,1397,48,537.175,22.918,30.696,1.055,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/3/2020,25501,1054,1452,55,560.334,23.16,31.905,1.209,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/4/2020,26614,1113,1500,48,584.79,24.456,32.96,1.055,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/5/2020,27822,1208,1564,64,611.334,26.543,34.366,1.406,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/6/2020,28846,1024,1616,52,633.834,22.5,35.508,1.143,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/7/2020,29703,857,1664,48,652.665,18.831,36.563,1.055,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/8/2020,31111,1408,1733,69,683.603,30.938,38.079,1.516,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/9/2020,32552,1441,1795,62,715.266,31.663,39.442,1.362,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/10/2020,34214,1662,1867,72,751.785,36.519,41.024,1.582,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/11/2020,35866,1652,1936,69,788.085,36.299,42.54,1.516,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/12/2020,37794,1928,1998,62,830.449,42.364,43.902,1.362,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/13/2020,39166,1372,2070,72,860.596,30.147,45.484,1.582,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/14/2020,40388,1222,2122,52,887.447,26.851,46.627,1.143,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/15/2020,41813,1425,2182,60,918.759,31.312,47.945,1.318,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/16/2020,43821,2008,2253,71,962.88,44.122,49.505,1.56,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/17/2020,45900,2079,2332,79,1008.562,45.682,51.241,1.736,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/18/2020,48190,2290,2417,85,1058.881,50.318,53.109,1.868,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/19/2020,50405,2215,2527,110,1107.551,48.67,55.526,2.417,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/20/2020,52701,2296,2644,117,1158.001,50.45,58.097,2.571,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/21/2020,54438,1737,2724,80,1196.168,38.167,59.855,1.758,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/22/2020,57163,2725,2835,111,1256.045,59.877,62.294,2.439,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/23/2020,60010,2847,2963,128,1318.602,62.557,65.106,2.813,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/24/2020,63117,3107,3083,120,1386.872,68.27,67.743,2.637,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/25/2020,66132,3015,3207,124,1453.121,66.249,70.468,2.725,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
ARG,South America,Argentina,6/26/2020,69142,3010,3334,127,1519.26,66.139,73.258,2.791,,,,,,,16.177,31.9,191.032,5.5,16.2,27.7,76.67,45510324
